row_name,k,ratio_Time_sta,Cind,Distribution,ratio_the_dyn_YD_sta,ratio_YD_dyn_YD_sta
60,1,1.080500564,1.059235306,Uniform,0.999526775,0.999212835
61,1,1.06769616,1.059235306,Uniform,0.999526775,0.999212835
62,1,1.070731341,1.059235306,Uniform,0.999526775,0.999212835
63,1,1.078544763,1.059235306,Uniform,0.999526775,0.999212835
64,1,1.056553376,1.059235306,Uniform,0.999526775,0.999212835
65,1,1.064852371,1.059235306,Uniform,0.999526775,0.999212835
66,1,1.065507025,1.059235306,Uniform,0.999526775,0.999212835
67,1,1.067131664,1.059235306,Uniform,0.999526775,0.999212835
68,1,1.069967691,1.059235306,Uniform,0.999526775,0.999212835
69,1,1.073081523,1.059235306,Uniform,0.999526775,0.999212835
70,1,1.044651653,1.059235306,Uniform,0.999526775,0.999212835
71,1,1.051806408,1.059235306,Uniform,0.999526775,0.999212835
72,1,1.049588327,1.059235306,Uniform,0.999526775,0.999212835
73,1,1.103394788,1.059235306,Uniform,0.999526775,0.999212835
74,1,1.078028559,1.059235306,Uniform,0.999526775,0.999212835
75,1,1.066425408,1.059235306,Uniform,0.999526775,0.999212835
76,1,1.069332822,1.059235306,Uniform,0.999526775,0.999212835
77,1,1.044982986,1.059235306,Uniform,0.999526775,0.999212835
78,1,1.057168606,1.059235306,Uniform,0.999526775,0.999212835
79,1,1.073476092,1.059235306,Uniform,0.999526775,0.999212835
80,1,1.03320925,1.059235306,Uniform,0.999526775,0.999212835
81,1,1.073375931,1.059235306,Uniform,0.999526775,0.999212835
82,1,1.073731635,1.059235306,Uniform,0.999526775,0.999212835
83,1,1.059475679,1.059235306,Uniform,0.999526775,0.999212835
84,1,1.074380472,1.059235306,Uniform,0.999526775,0.999212835
85,1,1.072707509,1.059235306,Uniform,0.999526775,0.999212835
86,1,1.081523103,1.059235306,Uniform,0.999526775,0.999212835
87,1,1.046601283,1.059235306,Uniform,0.999526775,0.999212835
88,1,1.07156147,1.059235306,Uniform,0.999526775,0.999212835
89,1,1.068494924,1.059235306,Uniform,0.999526775,0.999212835
90,1,1.063395661,1.059235306,Uniform,0.999526775,0.999212835
91,1,1.072642875,1.059235306,Uniform,0.999526775,0.999212835
92,1,1.063322661,1.059235306,Uniform,0.999526775,0.999212835
93,1,1.043743879,1.059235306,Uniform,0.999526775,0.999212835
94,1,1.083854722,1.059235306,Uniform,0.999526775,0.999212835
95,1,1.045843387,1.059235306,Uniform,0.999526775,0.999212835
96,1,1.042861297,1.059235306,Uniform,0.999526775,0.999212835
97,1,1.030090401,1.059235306,Uniform,0.999526775,0.999212835
98,1,1.069768759,1.059235306,Uniform,0.999526775,0.999212835
99,1,1.064244251,1.059235306,Uniform,0.999526775,0.999212835
100,1,1.051698865,1.059235306,Uniform,0.999526775,0.999212835
101,1,1.072597918,1.059235306,Uniform,0.999526775,0.999212835
102,1,1.095360631,1.059235306,Uniform,0.999526775,0.999212835
103,1,1.058828392,1.059235306,Uniform,0.999526775,0.999212835
104,1,1.031768283,1.059235306,Uniform,0.999526775,0.999212835
105,1,1.061637248,1.059235306,Uniform,0.999526775,0.999212835
106,1,1.084231375,1.059235306,Uniform,0.999526775,0.999212835
107,1,1.036348587,1.059235306,Uniform,0.999526775,0.999212835
108,1,1.066583647,1.059235306,Uniform,0.999526775,0.999212835
109,1,1.076814695,1.059235306,Uniform,0.999526775,0.999212835
110,1,1.048360099,1.059235306,Uniform,0.999526775,0.999212835
111,1,1.039810406,1.059235306,Uniform,0.999526775,0.999212835
112,1,1.063027609,1.059235306,Uniform,0.999526775,0.999212835
113,1,1.076940896,1.059235306,Uniform,0.999526775,0.999212835
114,1,1.051906848,1.059235306,Uniform,0.999526775,0.999212835
115,1,1.069836519,1.059235306,Uniform,0.999526775,0.999212835
116,1,1.040618768,1.059235306,Uniform,0.999526775,0.999212835
117,1,1.051578393,1.059235306,Uniform,0.999526775,0.999212835
118,1,1.058514211,1.059235306,Uniform,0.999526775,0.999212835
119,1,1.044514065,1.059235306,Uniform,0.999526775,0.999212835
120,1,1.0728663,1.059235306,Uniform,0.999526775,0.999212835
121,1,1.069800421,1.059235306,Uniform,0.999526775,0.999212835
122,1,1.045641013,1.059235306,Uniform,0.999526775,0.999212835
123,1,1.037013161,1.059235306,Uniform,0.999526775,0.999212835
124,1,1.072651287,1.059235306,Uniform,0.999526775,0.999212835
125,1,1.083319933,1.059235306,Uniform,0.999526775,0.999212835
126,1,1.066131726,1.059235306,Uniform,0.999526775,0.999212835
127,1,1.049045406,1.059235306,Uniform,0.999526775,0.999212835
128,1,1.080974929,1.059235306,Uniform,0.999526775,0.999212835
129,1,1.040876552,1.059235306,Uniform,0.999526775,0.999212835
130,1,1.077744242,1.059235306,Uniform,0.999526775,0.999212835
131,1,1.05242457,1.059235306,Uniform,0.999526775,0.999212835
132,1,1.063276232,1.059235306,Uniform,0.999526775,0.999212835
133,1,1.066239641,1.059235306,Uniform,0.999526775,0.999212835
134,1,1.061830886,1.059235306,Uniform,0.999526775,0.999212835
135,1,1.089171879,1.059235306,Uniform,0.999526775,0.999212835
136,1,1.058880838,1.059235306,Uniform,0.999526775,0.999212835
137,1,1.083436257,1.059235306,Uniform,0.999526775,0.999212835
138,1,1.049502313,1.059235306,Uniform,0.999526775,0.999212835
139,1,1.029918265,1.059235306,Uniform,0.999526775,0.999212835
140,1,1.07360298,1.059235306,Uniform,0.999526775,0.999212835
141,1,1.059659207,1.059235306,Uniform,0.999526775,0.999212835
142,1,1.07231022,1.059235306,Uniform,0.999526775,0.999212835
143,1,1.057950035,1.059235306,Uniform,0.999526775,0.999212835
144,1,1.086891724,1.059235306,Uniform,0.999526775,0.999212835
145,1,1.065835769,1.059235306,Uniform,0.999526775,0.999212835
146,1,1.051013218,1.059235306,Uniform,0.999526775,0.999212835
147,1,1.092257761,1.059235306,Uniform,0.999526775,0.999212835
148,1,1.046037796,1.059235306,Uniform,0.999526775,0.999212835
149,1,1.065062857,1.059235306,Uniform,0.999526775,0.999212835
150,1,1.100222641,1.059235306,Uniform,0.999526775,0.999212835
151,1,1.041408418,1.059235306,Uniform,0.999526775,0.999212835
152,1,1.05503149,1.059235306,Uniform,0.999526775,0.999212835
153,1,1.064913499,1.059235306,Uniform,0.999526775,0.999212835
154,1,1.033539,1.059235306,Uniform,0.999526775,0.999212835
155,1,1.030156842,1.059235306,Uniform,0.999526775,0.999212835
156,1,1.056130264,1.059235306,Uniform,0.999526775,0.999212835
157,1,1.06800586,1.059235306,Uniform,0.999526775,0.999212835
158,1,1.050668899,1.059235306,Uniform,0.999526775,0.999212835
159,1,1.048711017,1.059235306,Uniform,0.999526775,0.999212835
160,1,1.052041704,1.059235306,Uniform,0.999526775,0.999212835
161,1,1.032374211,1.059235306,Uniform,0.999526775,0.999212835
162,1,1.057711886,1.059235306,Uniform,0.999526775,0.999212835
163,1,1.045382149,1.059235306,Uniform,0.999526775,0.999212835
164,1,1.062234168,1.059235306,Uniform,0.999526775,0.999212835
165,1,1.033829221,1.059235306,Uniform,0.999526775,0.999212835
166,1,1.063504032,1.059235306,Uniform,0.999526775,0.999212835
167,1,1.064900189,1.059235306,Uniform,0.999526775,0.999212835
168,1,1.042790608,1.059235306,Uniform,0.999526775,0.999212835
169,1,1.055525484,1.059235306,Uniform,0.999526775,0.999212835
170,1,1.082825654,1.059235306,Uniform,0.999526775,0.999212835
171,1,1.058969165,1.059235306,Uniform,0.999526775,0.999212835
172,1,1.033143177,1.059235306,Uniform,0.999526775,0.999212835
173,1,1.085555761,1.059235306,Uniform,0.999526775,0.999212835
174,1,1.036086233,1.059235306,Uniform,0.999526775,0.999212835
175,1,1.043827332,1.059235306,Uniform,0.999526775,0.999212835
176,1,1.062160797,1.059235306,Uniform,0.999526775,0.999212835
177,1,1.065022735,1.059235306,Uniform,0.999526775,0.999212835
178,1,1.075140911,1.059235306,Uniform,0.999526775,0.999212835
179,1,1.043165194,1.059235306,Uniform,0.999526775,0.999212835
180,1,1.065205299,1.059235306,Uniform,0.999526775,0.999212835
181,1,1.045427937,1.059235306,Uniform,0.999526775,0.999212835
182,1,1.068249719,1.059235306,Uniform,0.999526775,0.999212835
183,1,1.044374064,1.059235306,Uniform,0.999526775,0.999212835
184,1,1.056351521,1.059235306,Uniform,0.999526775,0.999212835
185,1,1.041496381,1.059235306,Uniform,0.999526775,0.999212835
186,1,1.072521908,1.059235306,Uniform,0.999526775,0.999212835
187,1,1.04828068,1.059235306,Uniform,0.999526775,0.999212835
188,1,1.041883078,1.059235306,Uniform,0.999526775,0.999212835
189,1,1.057675284,1.059235306,Uniform,0.999526775,0.999212835
190,1,1.073171672,1.059235306,Uniform,0.999526775,0.999212835
191,1,1.072431089,1.059235306,Uniform,0.999526775,0.999212835
192,1,1.05467459,1.059235306,Uniform,0.999526775,0.999212835
193,1,1.04357289,1.059235306,Uniform,0.999526775,0.999212835
194,1,1.07043402,1.059235306,Uniform,0.999526775,0.999212835
195,1,1.074991013,1.059235306,Uniform,0.999526775,0.999212835
196,1,1.073125547,1.059235306,Uniform,0.999526775,0.999212835
197,1,1.050000131,1.059235306,Uniform,0.999526775,0.999212835
198,1,1.076318623,1.059235306,Uniform,0.999526775,0.999212835
199,1,1.062028205,1.059235306,Uniform,0.999526775,0.999212835
200,1,1.04844095,1.059235306,Uniform,0.999526775,0.999212835
201,1,1.050266869,1.059235306,Uniform,0.999526775,0.999212835
202,1,1.042633883,1.059235306,Uniform,0.999526775,0.999212835
203,1,1.049286554,1.059235306,Uniform,0.999526775,0.999212835
204,1,1.046728119,1.059235306,Uniform,0.999526775,0.999212835
205,1,1.062477031,1.059235306,Uniform,0.999526775,0.999212835
206,1,1.077969928,1.059235306,Uniform,0.999526775,0.999212835
207,1,1.080650275,1.059235306,Uniform,0.999526775,0.999212835
208,1,1.070269544,1.059235306,Uniform,0.999526775,0.999212835
209,1,1.055421106,1.059235306,Uniform,0.999526775,0.999212835
210,1,1.069720002,1.059235306,Uniform,0.999526775,0.999212835
211,1,1.039243794,1.059235306,Uniform,0.999526775,0.999212835
212,1,1.050178321,1.059235306,Uniform,0.999526775,0.999212835
213,1,1.058266617,1.059235306,Uniform,0.999526775,0.999212835
214,1,1.033036574,1.059235306,Uniform,0.999526775,0.999212835
215,1,1.055259488,1.059235306,Uniform,0.999526775,0.999212835
216,1,1.058254149,1.059235306,Uniform,0.999526775,0.999212835
217,1,1.037526225,1.059235306,Uniform,0.999526775,0.999212835
218,1,1.054553804,1.059235306,Uniform,0.999526775,0.999212835
219,1,1.056082968,1.059235306,Uniform,0.999526775,0.999212835
220,1,1.049149184,1.059235306,Uniform,0.999526775,0.999212835
221,1,1.090184392,1.059235306,Uniform,0.999526775,0.999212835
222,1,1.055760799,1.059235306,Uniform,0.999526775,0.999212835
223,1,1.070259482,1.059235306,Uniform,0.999526775,0.999212835
224,1,1.05883062,1.059235306,Uniform,0.999526775,0.999212835
225,1,1.089453134,1.059235306,Uniform,0.999526775,0.999212835
226,1,1.058226394,1.059235306,Uniform,0.999526775,0.999212835
227,1,1.081500968,1.059235306,Uniform,0.999526775,0.999212835
228,1,1.047011714,1.059235306,Uniform,0.999526775,0.999212835
229,1,1.04537993,1.059235306,Uniform,0.999526775,0.999212835
230,1,1.054252638,1.059235306,Uniform,0.999526775,0.999212835
231,1,1.049905402,1.059235306,Uniform,0.999526775,0.999212835
232,1,1.086924138,1.059235306,Uniform,0.999526775,0.999212835
233,1,1.083989988,1.059235306,Uniform,0.999526775,0.999212835
234,1,1.063011303,1.059235306,Uniform,0.999526775,0.999212835
235,1,1.030759367,1.059235306,Uniform,0.999526775,0.999212835
236,1,1.096810791,1.059235306,Uniform,0.999526775,0.999212835
237,1,1.075491385,1.059235306,Uniform,0.999526775,0.999212835
238,1,1.064774605,1.059235306,Uniform,0.999526775,0.999212835
239,1,1.090623431,1.059235306,Uniform,0.999526775,0.999212835
240,1,1.039488997,1.059235306,Uniform,0.999526775,0.999212835
241,1,1.080638659,1.059235306,Uniform,0.999526775,0.999212835
242,1,1.061806451,1.059235306,Uniform,0.999526775,0.999212835
243,1,1.046100689,1.059235306,Uniform,0.999526775,0.999212835
244,1,1.049578727,1.059235306,Uniform,0.999526775,0.999212835
245,1,1.068258157,1.059235306,Uniform,0.999526775,0.999212835
246,1,1.079424028,1.059235306,Uniform,0.999526775,0.999212835
247,1,1.010056645,1.059235306,Uniform,0.999526775,0.999212835
248,1,1.064540985,1.059235306,Uniform,0.999526775,0.999212835
249,1,1.080301636,1.059235306,Uniform,0.999526775,0.999212835
250,1,1.065844453,1.059235306,Uniform,0.999526775,0.999212835
251,1,1.06187017,1.059235306,Uniform,0.999526775,0.999212835
252,1,1.065773662,1.059235306,Uniform,0.999526775,0.999212835
253,1,1.085679543,1.059235306,Uniform,0.999526775,0.999212835
254,1,1.071714161,1.059235306,Uniform,0.999526775,0.999212835
255,1,1.067309996,1.059235306,Uniform,0.999526775,0.999212835
256,1,1.068899248,1.059235306,Uniform,0.999526775,0.999212835
257,1,1.032257918,1.059235306,Uniform,0.999526775,0.999212835
258,1,1.052616059,1.059235306,Uniform,0.999526775,0.999212835
259,1,1.048460314,1.059235306,Uniform,0.999526775,0.999212835
260,1,1.067405974,1.059235306,Uniform,0.999526775,0.999212835
261,1,1.072981568,1.059235306,Uniform,0.999526775,0.999212835
262,1,1.040047418,1.059235306,Uniform,0.999526775,0.999212835
263,1,1.065276631,1.059235306,Uniform,0.999526775,0.999212835
264,1,1.074004664,1.059235306,Uniform,0.999526775,0.999212835
265,1,1.085238477,1.059235306,Uniform,0.999526775,0.999212835
266,1,1.058641142,1.059235306,Uniform,0.999526775,0.999212835
267,1,1.05327915,1.059235306,Uniform,0.999526775,0.999212835
268,1,1.087037871,1.059235306,Uniform,0.999526775,0.999212835
269,1,1.065837817,1.059235306,Uniform,0.999526775,0.999212835
270,1,1.048410993,1.059235306,Uniform,0.999526775,0.999212835
271,1,1.062090443,1.059235306,Uniform,0.999526775,0.999212835
272,1,1.04540075,1.059235306,Uniform,0.999526775,0.999212835
273,1,1.028848537,1.059235306,Uniform,0.999526775,0.999212835
274,1,1.072419023,1.059235306,Uniform,0.999526775,0.999212835
275,1,1.065623485,1.059235306,Uniform,0.999526775,0.999212835
276,1,1.078558703,1.059235306,Uniform,0.999526775,0.999212835
277,1,1.075683509,1.059235306,Uniform,0.999526775,0.999212835
278,1,1.070530709,1.059235306,Uniform,0.999526775,0.999212835
279,1,1.074779105,1.059235306,Uniform,0.999526775,0.999212835
280,1,1.055427995,1.059235306,Uniform,0.999526775,0.999212835
281,1,1.09406034,1.059235306,Uniform,0.999526775,0.999212835
282,1,1.050718204,1.059235306,Uniform,0.999526775,0.999212835
283,1,1.082926,1.059235306,Uniform,0.999526775,0.999212835
284,1,1.064448973,1.059235306,Uniform,0.999526775,0.999212835
285,1,1.054695645,1.059235306,Uniform,0.999526775,0.999212835
286,1,1.035310758,1.059235306,Uniform,0.999526775,0.999212835
287,1,1.04942765,1.059235306,Uniform,0.999526775,0.999212835
288,1,1.06467489,1.059235306,Uniform,0.999526775,0.999212835
289,1,1.044756589,1.059235306,Uniform,0.999526775,0.999212835
290,1,1.069288675,1.059235306,Uniform,0.999526775,0.999212835
291,1,1.046476756,1.059235306,Uniform,0.999526775,0.999212835
292,1,1.041934037,1.059235306,Uniform,0.999526775,0.999212835
293,1,1.057954315,1.059235306,Uniform,0.999526775,0.999212835
294,1,1.031826915,1.059235306,Uniform,0.999526775,0.999212835
295,1,1.047000385,1.059235306,Uniform,0.999526775,0.999212835
296,1,1.05588831,1.059235306,Uniform,0.999526775,0.999212835
297,1,1.062155146,1.059235306,Uniform,0.999526775,0.999212835
298,1,1.023762707,1.059235306,Uniform,0.999526775,0.999212835
299,1,1.069395924,1.059235306,Uniform,0.999526775,0.999212835
300,1,1.064094206,1.059235306,Uniform,0.999526775,0.999212835
301,1,1.1059021,1.059235306,Uniform,0.999526775,0.999212835
302,1,1.067592384,1.059235306,Uniform,0.999526775,0.999212835
303,1,1.03889382,1.059235306,Uniform,0.999526775,0.999212835
304,1,1.056831039,1.059235306,Uniform,0.999526775,0.999212835
305,1,1.063442401,1.059235306,Uniform,0.999526775,0.999212835
306,1,1.070728536,1.059235306,Uniform,0.999526775,0.999212835
307,1,1.090251806,1.059235306,Uniform,0.999526775,0.999212835
308,1,1.065061953,1.059235306,Uniform,0.999526775,0.999212835
309,1,1.045234834,1.059235306,Uniform,0.999526775,0.999212835
310,1,1.054334315,1.059235306,Uniform,0.999526775,0.999212835
311,1,1.05589422,1.059235306,Uniform,0.999526775,0.999212835
312,1,1.086229866,1.059235306,Uniform,0.999526775,0.999212835
313,1,1.070890107,1.059235306,Uniform,0.999526775,0.999212835
314,1,1.054658631,1.059235306,Uniform,0.999526775,0.999212835
315,1,1.044692891,1.059235306,Uniform,0.999526775,0.999212835
316,1,1.096155677,1.059235306,Uniform,0.999526775,0.999212835
317,1,1.061363047,1.059235306,Uniform,0.999526775,0.999212835
318,1,1.039785276,1.059235306,Uniform,0.999526775,0.999212835
319,1,1.04794289,1.059235306,Uniform,0.999526775,0.999212835
320,1,1.062531452,1.059235306,Uniform,0.999526775,0.999212835
321,1,1.071087601,1.059235306,Uniform,0.999526775,0.999212835
322,1,1.03617478,1.059235306,Uniform,0.999526775,0.999212835
323,1,1.057280162,1.059235306,Uniform,0.999526775,0.999212835
324,1,1.067323145,1.059235306,Uniform,0.999526775,0.999212835
325,1,1.046160767,1.059235306,Uniform,0.999526775,0.999212835
326,1,1.079638841,1.059235306,Uniform,0.999526775,0.999212835
327,1,1.049305841,1.059235306,Uniform,0.999526775,0.999212835
328,1,1.041461877,1.059235306,Uniform,0.999526775,0.999212835
329,1,1.079827816,1.059235306,Uniform,0.999526775,0.999212835
330,1,1.07420441,1.059235306,Uniform,0.999526775,0.999212835
331,1,1.068779792,1.059235306,Uniform,0.999526775,0.999212835
332,1,1.045577995,1.059235306,Uniform,0.999526775,0.999212835
333,1,1.06965003,1.059235306,Uniform,0.999526775,0.999212835
334,1,1.040524182,1.059235306,Uniform,0.999526775,0.999212835
335,1,1.04506127,1.059235306,Uniform,0.999526775,0.999212835
336,1,1.087901184,1.059235306,Uniform,0.999526775,0.999212835
337,1,1.072459598,1.059235306,Uniform,0.999526775,0.999212835
338,1,1.082458761,1.059235306,Uniform,0.999526775,0.999212835
339,1,1.085111886,1.059235306,Uniform,0.999526775,0.999212835
340,1,1.048805751,1.059235306,Uniform,0.999526775,0.999212835
341,1,1.052320782,1.059235306,Uniform,0.999526775,0.999212835
342,1,1.029263965,1.059235306,Uniform,0.999526775,0.999212835
343,1,1.042906095,1.059235306,Uniform,0.999526775,0.999212835
344,1,1.043125311,1.059235306,Uniform,0.999526775,0.999212835
345,1,1.063699479,1.059235306,Uniform,0.999526775,0.999212835
346,1,1.084887663,1.059235306,Uniform,0.999526775,0.999212835
347,1,1.023461782,1.059235306,Uniform,0.999526775,0.999212835
348,1,1.068072004,1.059235306,Uniform,0.999526775,0.999212835
349,1,1.097664093,1.059235306,Uniform,0.999526775,0.999212835
350,1,1.080707588,1.059235306,Uniform,0.999526775,0.999212835
351,1,1.050971642,1.059235306,Uniform,0.999526775,0.999212835
352,1,1.021853899,1.059235306,Uniform,0.999526775,0.999212835
353,1,1.045142611,1.059235306,Uniform,0.999526775,0.999212835
354,1,1.096951763,1.059235306,Uniform,0.999526775,0.999212835
355,1,1.049007594,1.059235306,Uniform,0.999526775,0.999212835
356,1,1.053003525,1.059235306,Uniform,0.999526775,0.999212835
357,1,1.051133578,1.059235306,Uniform,0.999526775,0.999212835
358,1,1.079416881,1.059235306,Uniform,0.999526775,0.999212835
359,1,1.081946522,1.059235306,Uniform,0.999526775,0.999212835
360,1,1.088775441,1.059235306,Uniform,0.999526775,0.999212835
361,1,1.068597497,1.059235306,Uniform,0.999526775,0.999212835
362,1,1.058967683,1.059235306,Uniform,0.999526775,0.999212835
363,1,1.060622741,1.059235306,Uniform,0.999526775,0.999212835
364,1,1.050975454,1.059235306,Uniform,0.999526775,0.999212835
365,1,1.061373245,1.059235306,Uniform,0.999526775,0.999212835
366,1,1.063895571,1.059235306,Uniform,0.999526775,0.999212835
367,1,1.045549737,1.059235306,Uniform,0.999526775,0.999212835
368,1,1.113307145,1.059235306,Uniform,0.999526775,0.999212835
369,1,1.02703165,1.059235306,Uniform,0.999526775,0.999212835
370,1,1.079245115,1.059235306,Uniform,0.999526775,0.999212835
371,1,1.052634324,1.059235306,Uniform,0.999526775,0.999212835
372,1,1.08974042,1.059235306,Uniform,0.999526775,0.999212835
373,1,1.026902304,1.059235306,Uniform,0.999526775,0.999212835
374,1,1.03992667,1.059235306,Uniform,0.999526775,0.999212835
375,1,1.040995488,1.059235306,Uniform,0.999526775,0.999212835
376,1,1.043845744,1.059235306,Uniform,0.999526775,0.999212835
377,1,1.035195277,1.059235306,Uniform,0.999526775,0.999212835
378,1,1.068379372,1.059235306,Uniform,0.999526775,0.999212835
379,1,1.06780415,1.059235306,Uniform,0.999526775,0.999212835
380,1,1.064619293,1.059235306,Uniform,0.999526775,0.999212835
381,1,1.054267077,1.059235306,Uniform,0.999526775,0.999212835
382,1,1.082249692,1.059235306,Uniform,0.999526775,0.999212835
383,1,1.043349075,1.059235306,Uniform,0.999526775,0.999212835
384,1,1.054304114,1.059235306,Uniform,0.999526775,0.999212835
385,1,1.032708849,1.059235306,Uniform,0.999526775,0.999212835
386,1,1.068401418,1.059235306,Uniform,0.999526775,0.999212835
387,1,1.0400156,1.059235306,Uniform,0.999526775,0.999212835
388,1,1.044039956,1.059235306,Uniform,0.999526775,0.999212835
389,1,1.040538703,1.059235306,Uniform,0.999526775,0.999212835
390,1,1.038574935,1.059235306,Uniform,0.999526775,0.999212835
391,1,1.061005253,1.059235306,Uniform,0.999526775,0.999212835
392,1,1.020787867,1.059235306,Uniform,0.999526775,0.999212835
393,1,1.0602749,1.059235306,Uniform,0.999526775,0.999212835
394,1,1.079930543,1.059235306,Uniform,0.999526775,0.999212835
395,1,1.058171438,1.059235306,Uniform,0.999526775,0.999212835
396,1,1.0530827,1.059235306,Uniform,0.999526775,0.999212835
397,1,1.079262266,1.059235306,Uniform,0.999526775,0.999212835
398,1,1.055265743,1.059235306,Uniform,0.999526775,0.999212835
399,1,1.069796538,1.059235306,Uniform,0.999526775,0.999212835
400,1,1.048301832,1.059235306,Uniform,0.999526775,0.999212835
401,1,1.064282358,1.059235306,Uniform,0.999526775,0.999212835
402,1,1.05520438,1.059235306,Uniform,0.999526775,0.999212835
403,1,1.054041893,1.059235306,Uniform,0.999526775,0.999212835
404,1,1.087013462,1.059235306,Uniform,0.999526775,0.999212835
405,1,1.037159308,1.059235306,Uniform,0.999526775,0.999212835
406,1,1.048484118,1.059235306,Uniform,0.999526775,0.999212835
407,1,1.066157713,1.059235306,Uniform,0.999526775,0.999212835
408,1,1.074056103,1.059235306,Uniform,0.999526775,0.999212835
409,1,1.056381862,1.059235306,Uniform,0.999526775,0.999212835
410,1,1.06903608,1.059235306,Uniform,0.999526775,0.999212835
411,1,1.086367391,1.059235306,Uniform,0.999526775,0.999212835
412,1,1.060957194,1.059235306,Uniform,0.999526775,0.999212835
413,1,1.069322792,1.059235306,Uniform,0.999526775,0.999212835
414,1,1.04543501,1.059235306,Uniform,0.999526775,0.999212835
415,1,1.049833529,1.059235306,Uniform,0.999526775,0.999212835
416,1,1.060237759,1.059235306,Uniform,0.999526775,0.999212835
417,1,1.06964511,1.059235306,Uniform,0.999526775,0.999212835
418,1,1.065562936,1.059235306,Uniform,0.999526775,0.999212835
